Entity,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162939100.0,2069867800.0,2057925900.0,2134237800.0,2283989800.0,2417673000.0,2549017900.0,2573906000.0,2611740200.0,2703524900.0,2777373000.0,2899302400.0,2843437800.0,3007093200.0,3169430500.0
Fiji,FJI,864434200.0,894841340.0,927110300.0,986063100.0,1034156160.0,1006231200.0,1006231200.0,1140581400.0,1230872300.0,1262830800.0,1423244700.0,1521291800.0,1635164700.0,1825054200.0,1872526600.0,1882454900.0,1933962000.0,2048143400.0,2086308500.0,2341356000.0,2303813400.0,2449644500.0,2303192800.0,2211983600.0,2397635800.0,2287021600.0,2464263700.0,2301252000.0,2323246300.0,2496064000.0,2640835800.0,2569533200.0,2726274800.0,2784345300.0,2926347000.0,2999505700.0,3143481900.0,3074325200.0,3114291500.0,3388349200.0,3330747400.0,3397362200.0,3506077700.0,3541138400.0,3728819000.0,3754920700.0,3824480000.0,3791946800.0,3831110000.0,3778009000.0,3889636900.0,3994857200.0,4051237000.0,4243031800.0,4480790500.0,4682480000.0,4796997000.0,5053798000.0,5246466600.0,5216010000.0,4327209000.0,4115996400.0,4939873300.0
Finland,FIN,50609870000.0,54458580000.0,56082506000.0,57924874000.0,60959375000.0,64191963000.0,65715126000.0,67140375000.0,68686810000.0,75276140000.0,78899730000.0,80759330000.0,87006460000.0,93082845000.0,96095500000.0,97829930000.0,98166830000.0,98401960000.0,101275000000.0,108488000000.0,114334000000.0,115839000000.0,119439000000.0,123161000000.0,127149000000.0,131661000000.0,135290000000.0,140126000000.0,147437000000.0,154937000000.0,155975000000.0,146794000000.0,141958000000.0,141018000000.0,146607000000.0,152789000000.0,158392000000.0,168424000000.0,177615000000.0,185394000000.0,196098000000.0,201216000000.0,204651000000.0,208752000000.0,217085000000.0,223120000000.0,232106000000.0,244406000000.0,246322000000.0,226433000000.0,233647000000.0,239599000000.0,236251000000.0,234121000000.0,233266000000.0,234534000000.0,241128000000.0,248826000000.0,251662000000.0,254744000000.0,248745000000.0,255805000000.0,259986000000.0
France,FRA,521063000000.0,547013000000.0,584447000000.0,620880000000.0,662182000000.0,694374000000.0,730841000000.0,766807000000.0,801246000000.0,858211000000.0,910636000000.0,959053000000.0,1002320000000.0,1065910000000.0,1111760000000.0,1101080000000.0,1149060000000.0,1188860000000.0,1236160000000.0,1280050000000.0,1300250000000.0,1314150000000.0,1347080000000.0,1363790000000.0,1384440000000.0,1406900000000.0,1439790000000.0,1476670000000.0,1546710000000.0,1613900000000.0,1661090000000.0,1678500000000.0,1705350000000.0,1694630000000.0,1734590000000.0,1771130000000.0,1796160000000.0,1838120000000.0,1904090000000.0,1969230000000.0,2046500000000.0,2087100000000.0,2110800000000.0,2128170000000.0,2188390000000.0,2224790000000.0,2279280000000.0,2334550000000.0,2340500000000.0,2273250000000.0,2317570000000.0,2368380000000.0,2375800000000.0,2389490000000.0,2412340000000.0,2439190000000.0,2465910000000.0,2522410000000.0,2569460000000.0,2616810000000.0,2419490000000.0,2575190000000.0,2638410000000.0
French Polynesia,PYF,,,,,,2168264000.0,2375909400.0,2263311000.0,2601241600.0,2531373800.0,2572552000.0,2881320200.0,2746040000.0,2960301300.0,3493186800.0,3321926100.0,3594444300.0,3669172500.0,4032147500.0,4190446600.0,4210766000.0,4322184000.0,4395600000.0,4501958700.0,4608218000.0,4554265600.0,5171268000.0,5236934000.0,5048476000.0,5157416400.0,5164115000.0,5352890400.0,5274878000.0,5206427000.0,5119671000.0,5099757000.0,5065663500.0,5059442000.0,5147141000.0,5244449300.0,5414653400.0,5396157000.0,5441818600.0,5557562000.0,5611540500.0,5628934700.0,5679009000.0,5775834600.0,5776225300.0,5531811000.0,5395392500.0,5235583500.0,5187021300.0,5207707000.0,5238617600.0,5325846500.0,5452050000.0,5690550300.0,5794802700.0,5951258600.0,5531635700.0,5647512000.0,5899734000.0
Gabon,GAB,1696430500.0,1946939600.0,2091971300.0,2219423200.0,2320505900.0,2513881300.0,2627207400.0,2735320800.0,2803944700.0,3030585000.0,3293619700.0,3631503400.0,4043206000.0,4454903000.0,6214014500.0,7406490600.0,10045079000.0,8781197000.0,6669389300.0,6701029000.0,6872102000.0,7222258000.0,6998547500.0,7391042600.0,7946029000.0,7760652300.0,7698287600.0,6378336000.0,7197655600.0,7812717600.0,8218372600.0,8720721000.0,8451238000.0,8784771000.0,9110927000.0,9564091000.0,9910794000.0,10479513000.0,10843973000.0,9875321000.0,9689372000.0,9896263000.0,9871618000.0,10093466000.0,10163065000.0,10435048000.0,10142181000.0,10751534000.0,10395827000.0,10409376000.0,11147389000.0,11937934000.0,12564805000.0,13273296000.0,13846034000.0,14383108000.0,14683922000.0,14753324000.0,14876945000.0,15460241000.0,15176119000.0,15407831000.0,15855898000.0
Gambia,GMB,,,,,,,253504720.0,253504720.0,277780700.0,284546100.0,302056640.0,301857660.0,302587260.0,330577570.0,350011550.0,393389980.0,422309000.0,436834620.0,464427040.0,458258600.0,486991780.0,503169120.0,499322000.0,553664300.0,573237760.0,568581570.0,591842700.0,606368450.0,633514500.0,670864800.0,694740030.0,716325900.0,740528300.0,762833800.0,764011140.0,770748600.0,787886500.0,826493000.0,855420200.0,910167100.0,960226300.0,1015919400.0,982902000.0,1050427400.0,1124482600.0,1098037800.0,1091937300.0,1125167600.0,1195557000.0,1275249500.0,1350595600.0,1240786200.0,1305822800.0,1343336200.0,1324430200.0,1378176600.0,1404959500.0,1472715300.0,1579264600.0,1677527300.0,1687449600.0,1759427700.0,1835641300.0
Georgia,GEO,,,,,,7043735000.0,7574525000.0,8047933000.0,8406575600.0,8808254000.0,9869835000.0,10113713000.0,10400626000.0,11074874000.0,12050382000.0,12939814000.0,13728826000.0,14675642000.0,15765915000.0,16927917000.0,17702584000.0,18635053000.0,19008040000.0,19825746000.0,20901673000.0,21934563000.0,20141350000.0,20399573000.0,21532883000.0,19983548000.0,17028336000.0,13435357000.0,7402881500.0,5233837000.0,4689518600.0,4811446000.0,5350328000.0,5913131000.0,6096728000.0,6271658500.0,6386953000.0,6693875000.0,7060287000.0,7841064400.0,8295415000.0,9090910000.0,9947253000.0,11198513000.0,11469357000.0,11050667000.0,11739379000.0,12603474000.0,13412211000.0,13897137000.0,14514385000.0,14953674000.0,15388293000.0,16133488000.0,16914819000.0,17757575000.0,16557085000.0,18289873000.0,20190829000.0
Germany,DEU,,,,,,,,,,,1398780000000.0,1442600000000.0,1504640000000.0,1576530000000.0,1590560000000.0,1576770000000.0,1654810000000.0,1710200000000.0,1761650000000.0,1834770000000.0,1860610000000.0,1870460000000.0,1863080000000.0,1892370000000.0,1945790000000.0,1991090000000.0,2036630000000.0,2065190000000.0,2141750000000.0,2225200000000.0,2342140000000.0,2461780000000.0,2509120000000.0,2484610000000.0,2544040000000.0,2583330000000.0,2604140000000.0,2650810000000.0,2704200000000.0,2755240000000.0,2835480000000.0,2883160000000.0,2877450000000.0,2857310000000.0,2890880000000.0,2912030000000.0,3023170000000.0,3113150000000.0,3143040000000.0,2964080000000.0,3087970000000.0,3209180000000.0,3222610000000.0,3236710000000.0,3308230000000.0,3357590000000.0,3432460000000.0,3524460000000.0,3559040000000.0,3597320000000.0,3459660000000.0,3569110000000.0,3633580000000.0
Ghana,GHA,7657875000.0,7920515000.0,8245981700.0,8609297000.0,8799505000.0,8919970000.0,8540132000.0,8802772000.0,8835242000.0,9365902000.0,10276593000.0,10812633000.0,10543652000.0,10847792000.0,11591139000.0,10150172000.0,9791852000.0,10014530000.0,10863354000.0,10590148000.0,10640100000.0,10267370000.0,9556494000.0,9120360000.0,9909050000.0,10413581000.0,10955000000.0,11480281000.0,12126411000.0,12743144000.0,13167341000.0,13862817000.0,14400613000.0,15099043000.0,15597311000.0,16238738000.0,16986120000.0,17698918000.0,18530836000.0,19346192000.0,20062001000.0,20864481000.0,21803383000.0,22937160000.0,24221640000.0,25650719000.0,27292342000.0,28478691000.0,31084433000.0,32590316000.0,35164856000.0,40104505000.0,43831333000.0,47036510000.0,48379986000.0,49406010000.0,51072705000.0,55224353000.0,58648306000.0,62465004000.0,62786036000.0,65973350000.0,68003830000.0
Greece,GRC,41914774000.0,47449133000.0,47622230000.0,53263020000.0,58274898000.0,64549945000.0,68742140000.0,72639470000.0,77872210000.0,86877090000.0,94317930000.0,101714000000.0,112048000000.0,121115000000.0,113317000000.0,120532000000.0,128791000000.0,132579000000.0,142186000000.0,146853000000.0,147848000000.0,145550000000.0,143902000000.0,142350000000.0,145212000000.0,148856000000.0,149626000000.0,146247000000.0,152517000000.0,158313000000.0,158313000000.0,163221000000.0,164363000000.0,161734000000.0,164968000000.0,168432000000.0,173253000000.0,181022000000.0,188072000000.0,193851000000.0,201450000000.0,209773000000.0,218002000000.0,230634000000.0,242306000000.0,243758000000.0,257536000000.0,265968000000.0,265076000000.0,253676000000.0,239780000000.0,215444000000.0,200176000000.0,195140000000.0,196068000000.0,195684000000.0,194730000000.0,196857000000.0,200141000000.0,203903000000.0,184907000000.0,200402000000.0,211538000000.0
Greenland,GRL,,,,,,,,,,,713408640.0,806585900.0,856410940.0,914698300.0,966893300.0,973141760.0,1031133300.0,1122103200.0,1189616900.0,1247439500.0,1355667300.0,1364686300.0,1304371800.0,1349466800.0,1279569700.0,1326355600.0,1420491400.0,1498843900.0,1582833300.0,1688242700.0,1490388600.0,1488697500.0,1412599800.0,1341575200.0,1421055100.0,1474041600.0,1496589000.0,1518572900.0,1636383500.0,1658931000.0,1776741600.0,1799289100.0,1781814800.0,1860750000.0,1989264300.0,2088478600.0,2204508200.0,2256367900.0,2395498500.0,2416242200.0,2458184000.0,2445978600.0,2480080400.0,2447882000.0,2563964000.0,2499113000.0,2616120300.0,2617500000.0,2633808600.0,2708402700.0,2713483800.0,2748493600.0,
Grenada,GRD,,,,,,,,,,,,,,,,,,294935700.0,310689400.0,328094500.0,326339900.0,331346560.0,345012160.0,357545000.0,370303870.0,392446940.0,420680640.0,458951780.0,472567900.0,490373000.0,510049760.0,517116740.0,512715300.0,502672160.0,511185180.0,522070750.0,545241500.0,572588000.0,639887170.0,684028900.0,717463940.0,702943170.0,727105600.0,795918660.0,790765500.0,895749000.0,859960900.0,912620160.0,921267650.0,860341600.0,855944000.0,862490050.0,852529700.0,872573500.0,936638900.0,997007400.0,1034291500.0,1080200300.0,1127312600.0,1134939100.0,978809800.0,1024691260.0,1089874000.0
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800664600.0,4842877400.0,5157363700.0,5345211000.0,5149976600.0,5186913000.0,5292445000.0,5315662000.0,5435969000.0,5440190000.0,5556275700.0,5650199600.0,5751510500.0,5799000000.0,5809553400.0,5861264000.0,5814830000.0,5965741000.0,5286113000.0,5342045000.0,
Guatemala,GTM,7658204000.0,7987393000.0,8269867500.0,9058899000.0,9478598000.0,9892031000.0,10437291000.0,10866490000.0,11819051000.0,12378909000.0,13085482000.0,13816144000.0,14829288000.0,15835135000.0,16844629000.0,17173098000.0,18441720000.0,19881875000.0,20875311000.0,21859258000.0,22681162000.0,22827878000.0,22022033000.0,21455606000.0,21562175000.0,21430790000.0,21461447000.0,22222035000.0,23087004000.0,23997230000.0,24741759000.0,25646875000.0,26887756000.0,27943674000.0,29070850000.0,30509435000.0,31411837000.0,32782678000.0,34419687000.0,35743834000.0,37033783000.0,37897626000.0,39352623000.0,40360200000.0,41626670000.0,42990370000.0,45290955000.0,48161370000.0,49747575000.0,49984820000.0,51426470000.0,53567820000.0,55161307000.0,57199420000.0,59741348000.0,62186066000.0,63851287000.0,65817810000.0,68060140000.0,70794720000.0,69526180000.0,75089950000.0,78182160000.0
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,2961300000.0,3059021000.0,3251987700.0,3382180000.0,3528427800.0,3620640500.0,3739069700.0,3927673900.0,4083606500.0,4271765800.0,4462354000.0,4693575000.0,4864615000.0,5050054000.0,5176460000.0,5365832700.0,5642957300.0,5713415000.0,5847116000.0,6022370000.0,6094012000.0,6509469700.0,6778507000.0,6702408700.0,7025019400.0,7419271700.0,7858142700.0,8168200700.0,8470142500.0,8794202000.0,9745790000.0,10749607000.0,11433120000.0,12075309000.0,12669446000.0,13163555000.0,13782241000.0
Guinea-Bissau,GNB,,,,,,,,,,,364481440.0,350226700.0,372553150.0,376688100.0,393862200.0,424763000.0,445761000.0,413799600.0,468115140.0,477450020.0,401284060.0,474187500.0,494103740.0,477312670.0,520792160.0,542490940.0,538184400.0,553791700.0,579266100.0,614601340.0,652092000.0,685348740.0,692887550.0,707438200.0,730076200.0,762199600.0,850614700.0,905904700.0,651345660.0,658025500.0,693736450.0,708921660.0,701937540.0,705928100.0,725421630.0,756368830.0,773836100.0,799086000.0,824685250.0,852468740.0,891775800.0,963873900.0,947365800.0,978211140.0,987646600.0,1048229600.0,1113878300.0,1179810700.0,1194956300.0,1248729300.0,1218759800.0,1265072800.0,1309350900.0
Guyana,GUY,1555849200.0,1628811100.0,1646808300.0,1444602400.0,1608713300.0,1778288000.0,1871350800.0,1952073700.0,1972079100.0,2110014000.0,2199804700.0,2268281300.0,2193027300.0,2220324400.0,2391352300.0,2594211300.0,2634082000.0,2564577000.0,2518255900.0,2472028400.0,2514890500.0,2552517600.0,2215837200.0,2065328900.0,1961468800.0,2008537600.0,1990448600.0,2008350700.0,1934171600.0,1839074800.0,1782661500.0,1890652700.0,2037327400.0,2203881000.0,2391925500.0,2512274000.0,2712138500.0,2879766500.0,2831412200.0,2915226400.0,2875468500.0,2941015300.0,2974326000.0,2955521500.0,3001727000.0,2943164400.0,3094137300.0,3316644000.0,3374858500.0,3496742000.0,3641452500.0,3830671400.0,4032790300.0,4180123600.0,4250621200.0,4279840300.0,4442793500.0,4608709000.0,4813377500.0,5071030300.0,7275896300.0,8735441000.0,14270953000.0
Haiti,HTI,6694501400.0,6498219500.0,7010772000.0,6878072300.0,6764765700.0,6911006700.0,6871214000.0,6725703000.0,6939689500.0,7204226000.0,7251137000.0,7721038300.0,7796481000.0,8167229000.0,8639285000.0,8736284000.0,9473524000.0,9824816000.0,10434825000.0,11223742000.0,12051458000.0,11707665000.0,11290434000.0,11392972000.0,11427255000.0,11496233000.0,11439039000.0,11348254000.0,11370998000.0,11039713000.0,11154318000.0,11364081000.0,10760656000.0,10176751000.0,8960565000.0,9847456000.0,10255216000.0,10532591000.0,10762395000.0,11054082000.0,11150259000.0,11112041000.0,11228921000.0,11619774000.0,11466642000.0,11818918000.0,12027965000.0,12594064000.0,12928819000.0,13690375000.0,12916662000.0,13575181000.0,13643387000.0,14233433000.0,14644605000.0,14849629000.0,15118774000.0,15498296000.0,15756778000.0,15485274000.0,14973407000.0,14704150000.0,14456828000.0
High-income countries,,8796690000000.0,9176860000000.0,9702000000000.0,10215500000000.0,10865100000000.0,11463900000000.0,12143400000000.0,12666100000000.0,13420000000000.0,14137800000000.0,14588400000000.0,15155400000000.0,15994100000000.0,17004300000000.0,17190000000000.0,17181100000000.0,18068900000000.0,18789700000000.0,19584900000000.0,20388300000000.0,20651700000000.0,21055800000000.0,21003200000000.0,21593000000000.0,22609600000000.0,23417600000000.0,24182700000000.0,25026700000000.0,26215600000000.0,27231300000000.0,28051900000000.0,28424300000000.0,29037100000000.0,29442300000000.0,30422100000000.0,31292200000000.0,32245900000000.0,33382800000000.0,34349800000000.0,35546300000000.0,37018000000000.0,37575500000000.0,38157300000000.0,38993100000000.0,40328700000000.0,41493000000000.0,42774900000000.0,43931800000000.0,44171400000000.0,42732900000000.0,44020800000000.0,44877500000000.0,45504400000000.0,46185500000000.0,47155100000000.0,48269200000000.0,49151300000000.0,50330900000000.0,51509600000000.0,52415700000000.0,50221900000000.0,53046200000000.0,54524100000000.0
Honduras,HND,2488221400.0,2534394400.0,2680498400.0,2776472000.0,2926863600.0,3191369000.0,3362868000.0,3563884800.0,3799036400.0,3823936800.0,3962620400.0,4120927200.0,4358387700.0,4701386000.0,4643670000.0,4742612000.0,5240619000.0,5784799000.0,6129932300.0,6473817000.0,6512618500.0,6433031700.0,6299568000.0,6356623000.0,6758825500.0,7139093000.0,7519661600.0,8018843600.0,8158855000.0,8381416400.0,8615405000.0,8329432600.0,8835336000.0,9409255000.0,9429194000.0,10012795000.0,10200112000.0,10669122000.0,11052168000.0,10970863000.0,11770780000.0,12091321000.0,12545270000.0,13115708000.0,13933120000.0,14776156000.0,15746543000.0,16720990000.0,17428556000.0,17004758000.0,17639230000.0,18315815000.0,19072018000.0,19604425000.0,20203944000.0,20979792000.0,21796528000.0,22852116000.0,23730778000.0,24360372000.0,22176524000.0,24956150000.0,25953884000.0
Hong Kong,HKG,,12533020000.0,14324142000.0,16582122000.0,18012856000.0,20650332000.0,21020965000.0,21357988000.0,22083598000.0,24588706000.0,26852557000.0,28810924000.0,31868297000.0,35781580000.0,36645773000.0,36826026000.0,42778706000.0,47794790000.0,51743064000.0,57722794000.0,63557493000.0,69443410000.0,71491910000.0,75765000000.0,83321640000.0,83952525000.0,93234455000.0,105727000000.0,114726000000.0,117338000000.0,121832000000.0,128779000000.0,136809000000.0,145292000000.0,154062000000.0,157719000000.0,164436000000.0,172822000000.0,162655000000.0,166733000000.0,179510000000.0,180517000000.0,183507000000.0,189116000000.0,205569000000.0,220757000000.0,236282000000.0,251557000000.0,256910000000.0,250592000000.0,267552000000.0,280434000000.0,285202000000.0,294048000000.0,302170000000.0,309386000000.0,316116000000.0,328116000000.0,337457000000.0,331814000000.0,310097000000.0,330073000000.0,318598000000.0
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78733090000.0,76320560000.0,75880870000.0,78117200000.0,79280775000.0,79346115000.0,81840060000.0,85031830000.0,87643180000.0,91568890000.0,95299486000.0,99817910000.0,103885000000.0,109084000000.0,113768000000.0,118258000000.0,118586000000.0,119776000000.0,111873000000.0,113077000000.0,115188000000.0,113748000000.0,115799000000.0,120699000000.0,125174000000.0,127929000000.0,133394000000.0,140547000000.0,147384000000.0,140699000000.0,150669000000.0,157531000000.0
Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9144289000.0,9561921000.0,10113798000.0,10858456000.0,11296587000.0,11859726000.0,12335716000.0,12404737000.0,12670532000.0,13659138000.0,14495684000.0,15411374000.0,16714384000.0,17083688000.0,15774427000.0,15327573000.0,15610486000.0,15776525000.0,16494745000.0,16773047000.0,17517210000.0,18621440000.0,19402600000.0,20351228000.0,20730000000.0,19234191000.0,20101218000.0,21556163000.0
India,IND,136368000000.0,141445000000.0,145591000000.0,154318000000.0,165819000000.0,161449000000.0,161359000000.0,173987000000.0,179882000000.0,191645000000.0,201529000000.0,204840000000.0,203707000000.0,210420000000.0,212914000000.0,232395000000.0,236260000000.0,253401000000.0,267876000000.0,253844000000.0,270943000000.0,287216000000.0,297199000000.0,318862000000.0,331044000000.0,348438000000.0,365082000000.0,379559000000.0,416102000000.0,440849000000.0,465243000000.0,470160000000.0,495936000000.0,519497000000.0,554089000000.0,596059000000.0,641058000000.0,667020000000.0,708271000000.0,770923000000.0,800535000000.0,839152000000.0,871073000000.0,939543000000.0,1013980000000.0,1094320000000.0,1182530000000.0,1273130000000.0,1312420000000.0,1415610000000.0,1535900000000.0,1616400000000.0,1704600000000.0,1813450000000.0,1947830000000.0,2103590000000.0,2277270000000.0,2432020000000.0,2588970000000.0,2689210000000.0,2532400000000.0,2761590000000.0,2961520000000.0
Indonesia,IDN,52777607000.0,55807380000.0,56835342000.0,55563920000.0,57525158000.0,58147344000.0,59770438000.0,60595510000.0,67209617000.0,71794860000.0,77218700000.0,82642534000.0,88458625000.0,95627290000.0,102545000000.0,108295000000.0,115962000000.0,125546000000.0,134171000000.0,143755000000.0,158130000000.0,170589000000.0,174423000000.0,182090000000.0,194548000000.0,199340000000.0,210841000000.0,221383000000.0,233841000000.0,252050000000.0,270259000000.0,288572000000.0,307322000000.0,327286000000.0,351964000000.0,380895000000.0,410674000000.0,429975000000.0,373534000000.0,376489000000.0,395012000000.0,409405000000.0,427826000000.0,448277000000.0,470830000000.0,497632000000.0,525006000000.0,558318000000.0,591894000000.0,619292000000.0,657835000000.0,698422000000.0,740538000000.0,781691000000.0,820828000000.0,860854000000.0,904182000000.0,950022000000.0,999179000000.0,1049330000000.0,1027660000000.0,1065710000000.0,1122290000000.0
Iran,IRN,50230112000.0,55449480000.0,59835130000.0,64048763000.0,69477040000.0,81312960000.0,90665900000.0,100868000000.0,115398000000.0,133303000000.0,147870000000.0,168131000000.0,192508000000.0,206834000000.0,218833000000.0,218119000000.0,257948000000.0,250794000000.0,218590000000.0,192314000000.0,150775000000.0,142185000000.0,175131000000.0,194548000000.0,180657000000.0,184031000000.0,166024000000.0,165738000000.0,155658000000.0,165203000000.0,187662000000.0,211526000000.0,218502000000.0,215288000000.0,211632000000.0,216713000000.0,230475000000.0,233588000000.0,238446000000.0,243222000000.0,257439000000.0,263598000000.0,284893000000.0,309506000000.0,322928000000.0,333229000000.0,349890000000.0,378426000000.0,379375000000.0,383197000000.0,405415000000.0,416141000000.0,400547000000.0,394451000000.0,414114000000.0,408213000000.0,444197000000.0,456450000000.0,448061000000.0,434303000000.0,448766000000.0,469947000000.0,487695000000.0
Iraq,IRQ,,,,,,,,,11719961000.0,12100178000.0,12650053000.0,13329936000.0,13827850000.0,14438869000.0,16765457000.0,18859575000.0,22098727000.0,22518594000.0,26359580000.0,31860630000.0,39747320000.0,39457673000.0,40812642000.0,35477080000.0,34950156000.0,35458294000.0,37106254000.0,40559090000.0,40551370000.0,39286764000.0,62001517000.0,22291340000.0,29556578000.0,38509216000.0,39993565000.0,40841437000.0,45342487000.0,54972293000.0,74134040000.0,87168480000.0,101919000000.0,103714000000.0,95211150000.0,60308505000.0,92502260000.0,94048800000.0,99359070000.0,101233000000.0,109562000000.0,113265000000.0,120516000000.0,129611000000.0,147674000000.0,158940000000.0,159253000000.0,166774000000.0,189768000000.0,186315000000.0,191222000000.0,201765000000.0,177479000000.0,180290000000.0,192926000000.0
Ireland,IRL,,,,,,,,,,,35784890000.0,37026583000.0,39429538000.0,41291174000.0,43050275000.0,45485474000.0,46119910000.0,49906954000.0,53493633000.0,55137510000.0,56835375000.0,58725274000.0,60066247000.0,59919507000.0,62528623000.0,64458020000.0,64181924000.0,67174785000.0,70679570000.0,74788820000.0,81120846000.0,82686180000.0,85450605000.0,87751460000.0,92802280000.0,101743000000.0,109252000000.0,121293000000.0,131926000000.0,145817000000.0,159529000000.0,167994000000.0,177904000000.0,183266000000.0,195706000000.0,206939000000.0,217261000000.0,228798000000.0,218539000000.0,207402000000.0,210893000000.0,213594000000.0,213317000000.0,215822000000.0,234877000000.0,292364000000.0,297526000000.0,325230000000.0,352777000000.0,371467000000.0,396047000000.0,455950000000.0,498960000000.0
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,1181083300.0,1186031100.0,1412628700.0,1552427300.0,1736069500.0,1854907100.0,1932571600.0,1963589200.0,1979298000.0,2030759700.0,2111990100.0,2202805800.0,2372422000.0,2576450000.0,2924270800.0,3324896000.0,3501115400.0,3690175700.0,3918966500.0,4154104600.0,4370118000.0,4627955000.0,4984307000.0,5358130700.0,5620679000.0,5738713000.0,5933829600.0,6052506000.0,6494573600.0,6763570000.0,7112234500.0,7084796000.0,7577352000.0,7792379400.0,7964856000.0,7985157000.0,7279570000.0,,
Israel,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143462000000.0,151966000000.0,157727000000.0,164218000000.0,169687000000.0,184402000000.0,185018000000.0,184807000000.0,187383000000.0,196348000000.0,204465000000.0,215880000000.0,228904000000.0,236346000000.0,238433000000.0,251949000000.0,265960000000.0,272842000000.0,284890000000.0,296055000000.0,303414000000.0,317134000000.0,330696000000.0,344157000000.0,358460000000.0,351803000000.0,382100000000.0,408208000000.0
Italy,ITA,486317000000.0,526230000000.0,558876000000.0,590227000000.0,606740000000.0,626568000000.0,664067000000.0,711738000000.0,758318000000.0,804561000000.0,846951000000.0,862349000000.0,894174000000.0,957892000000.0,1010580000000.0,989454000000.0,1059960000000.0,1087100000000.0,1122320000000.0,1189200000000.0,1229990000000.0,1240370000000.0,1245500000000.0,1260070000000.0,1300720000000.0,1337110000000.0,1375350000000.0,1419250000000.0,1478780000000.0,1528890000000.0,1559250000000.0,1583240000000.0,1596440000000.0,1582830000000.0,1616880000000.0,1663550000000.0,1684630000000.0,1715460000000.0,1746520000000.0,1774910000000.0,1842130000000.0,1878080000000.0,1882840000000.0,1885450000000.0,1912300000000.0,1927940000000.0,1962460000000.0,1991640000000.0,1972480000000.0,1868320000000.0,1900330000000.0,1913770000000.0,1856720000000.0,1822540000000.0,1822450000000.0,1836640000000.0,1860390000000.0,1891420000000.0,1908930000000.0,1918160000000.0,1746020000000.0,1891180000000.0,1961620000000.0
Jamaica,JAM,,,,,,,7024390000.0,7151436300.0,7562224000.0,7983793000.0,8946991000.0,9166915000.0,10817743000.0,10224335000.0,9791921000.0,9766844000.0,9113029000.0,8876313000.0,8871546000.0,8777505000.0,8275944000.0,8494383000.0,8670152000.0,8835671000.0,8699395000.0,8443316000.0,8602269000.0,9277578000.0,9646297000.0,10338255000.0,10772517000.0,11293718000.0,11514571000.0,12598910000.0,12773202000.0,13073366000.0,13058498000.0,12909571000.0,12608190000.0,12740282000.0,12852232000.0,13025085000.0,13285235000.0,13772314000.0,13954620000.0,14079347000.0,14487524000.0,14694980000.0,14575695000.0,13942338000.0,13739177000.0,13976916000.0,13891149000.0,13963061000.0,14059382000.0,14188937000.0,14384067000.0,14527493000.0,14802052000.0,14934130000.0,13452616000.0,14071628000.0,14806381000.0
Japan,JPN,583595000000.0,653881000000.0,712135000000.0,772479000000.0,862679000000.0,912884000000.0,1010000000000.0,1121930000000.0,1266460000000.0,1424490000000.0,1459460000000.0,1528040000000.0,1656610000000.0,1789670000000.0,1767750000000.0,1822400000000.0,1894840000000.0,1978030000000.0,2082310000000.0,2196500000000.0,2258390000000.0,2354610000000.0,2431840000000.0,2520120000000.0,2631280000000.0,2767050000000.0,2858190000000.0,2991070000000.0,3190320000000.0,3347470000000.0,3509520000000.0,3633170000000.0,3665890000000.0,3649060000000.0,3688590000000.0,3785640000000.0,3904270000000.0,3942580000000.0,3892500000000.0,3879500000000.0,3986760000000.0,4002150000000.0,4003830000000.0,4065290000000.0,4154160000000.0,4229100000000.0,4287140000000.0,4350760000000.0,4297490000000.0,4052830000000.0,4218910000000.0,4219910000000.0,4277930000000.0,4363700000000.0,4376630000000.0,4444930000000.0,4478440000000.0,4553470000000.0,4582760000000.0,4564330000000.0,4375040000000.0,4487020000000.0,4529850000000.0
