Entity,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,3477739300.0,3511523600.0,3497544700.0,3433768700.0,3425634300.0,3441535000.0,3605602300.0,3733737200.0,3764098000.0,3834060300.0,3912561200.0,4232045800.0,4536302000.0,4464649000.0,4541882400.0,4718971000.0,4869568500.0,5075069400.0,5242119700.0,5418741000.0,5607974000.0,5674032600.0,5945743000.0,6197830000.0,6958276000.0,7134269000.0,7638888400.0,8049405400.0,8262699500.0,8287154700.0,8787637000.0,9235045000.0,9702494000.0,10247261000.0,10871578000.0,11335161000.0,11338992000.0,11222512000.0,11341465000.0,11246292000.0,10335185000.0,10699465000.0,11508642000.0
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43280356.0,39885816.0,36491280.0,33945376.0,56009870.0,52615332.0,51766700.0,56858504.0,74679820.0,78074370.0,89955250.0,84863440.0,91652510.0,85712070.0,92501150.0,100138856.0,104382030.0,107776570.0,109473840.0
Nepal,NPL,3312007700.0,3375209700.0,3439687000.0,3504873000.0,3768875800.0,3723529000.0,3985689300.0,3923054300.0,3949554000.0,4125839000.0,4232120300.0,4181530400.0,4311902000.0,4291354400.0,4563151400.0,4629612000.0,4833247000.0,4979065300.0,5198429700.0,5321574400.0,5198146000.0,5631774000.0,5844620000.0,5670601700.0,6219580000.0,6601767400.0,6903181000.0,7020232700.0,7560566300.0,7887912400.0,8253520000.0,8779117000.0,9139623000.0,9491485000.0,10271306000.0,10627560000.0,11193827000.0,11758960000.0,12113656000.0,12648180000.0,13432367000.0,14077106000.0,14094020000.0,14650033000.0,15336036000.0,15869605000.0,16403556000.0,16963173000.0,17998713000.0,18814610000.0,19720798000.0,20395608000.0,21348110000.0,22100664000.0,23429243000.0,24360802000.0,24466311000.0,26662720000.0,28695052000.0,30605300000.0,29880070000.0,31325712000.0,33084084000.0
Netherlands,NLD,163993000000.0,164478000000.0,175734000000.0,182104000000.0,197172000000.0,214214000000.0,220086000000.0,231707000000.0,246573000000.0,262427000000.0,278540000000.0,290565000000.0,300833000000.0,317211000000.0,328119000000.0,328125000000.0,342748000000.0,351386000000.0,360861000000.0,368129000000.0,373069000000.0,370146000000.0,365553000000.0,373120000000.0,384544000000.0,394465000000.0,405459000000.0,413289000000.0,427512000000.0,446408000000.0,465082000000.0,476426000000.0,484555000000.0,490648000000.0,505177000000.0,520918000000.0,539144000000.0,562484000000.0,588717000000.0,618354000000.0,644298000000.0,659290000000.0,660723000000.0,661751000000.0,674886000000.0,688727000000.0,712564000000.0,739448000000.0,755497000000.0,727793000000.0,737566000000.0,749007000000.0,741289000000.0,740324000000.0,750862000000.0,765573000000.0,782352000000.0,805125000000.0,824134000000.0,840250000000.0,807598000000.0,857603000000.0,894728000000.0
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8738203000.0,,,,,,,
New Zealand,NZL,,,,,,,,,,,,,,,,,,70082950000.0,70306210000.0,71847170000.0,72769860000.0,76157780000.0,76865810000.0,79549596000.0,83362170000.0,84708745000.0,87000660000.0,87845300000.0,87534610000.0,87675896000.0,87810170000.0,86852340000.0,87802360000.0,93414280000.0,98196380000.0,102833000000.0,106551000000.0,108767000000.0,109701000000.0,115598000000.0,118917000000.0,122973000000.0,128770000000.0,134859000000.0,140374000000.0,145081000000.0,149141000000.0,153712000000.0,151851000000.0,151681000000.0,153906000000.0,157325000000.0,160901000000.0,165350000000.0,171651000000.0,178064000000.0,184834000000.0,191348000000.0,198094000000.0,202939000000.0,201612000000.0,212031000000.0,218076000000.0
Nicaragua,NIC,2980580000.0,3204056600.0,3553003800.0,3939054600.0,4399864300.0,4818958300.0,4978038300.0,5324983300.0,5396496000.0,5733113300.0,5810730000.0,6002760000.0,6136065000.0,6529817000.0,7456556500.0,7445129700.0,7832980000.0,8488482000.0,7823086600.0,5751628000.0,6016877600.0,6339580400.0,6287826400.0,6577897000.0,6474881000.0,6210586000.0,6147405300.0,6103982600.0,5344047600.0,5251156500.0,5248400000.0,5238465500.0,5258704400.0,5238040600.0,5412872000.0,5732876300.0,6096585000.0,6338415600.0,6573677600.0,7036199400.0,7324795400.0,7541671400.0,7598530600.0,7790069000.0,8203891000.0,8555214300.0,8910530000.0,9362891000.0,9684635000.0,9365665000.0,9778736000.0,10396505000.0,11071860000.0,11617348000.0,12173258000.0,12756686000.0,13338764000.0,13956458000.0,13487151000.0,13096424000.0,12865108000.0,14196248000.0,14728689000.0
Niger,NER,2602180400.0,2720485600.0,3000116700.0,3282974500.0,3287276500.0,3514748200.0,3501304300.0,3505606400.0,3519050200.0,3325997000.0,3427632000.0,3622298400.0,3435160600.0,2849548800.0,3099603500.0,3013025500.0,3033460000.0,3268995300.0,3709414400.0,3974526200.0,3876950000.0,3870062000.0,3954215000.0,3801439000.0,3162043100.0,3406093600.0,3622453500.0,3625651500.0,3874775300.0,3911858700.0,3860672800.0,3843705600.0,3920608500.0,3933219600.0,4006172000.0,4104613400.0,4108739800.0,4171499800.0,4587507000.0,4577435000.0,4522117600.0,4850791400.0,5089376000.0,5199846400.0,5218764000.0,5601396700.0,5933618000.0,6120096000.0,6593265700.0,6722665000.0,7299346400.0,7471447000.0,8259606000.0,8698615000.0,9276388000.0,9683868000.0,10239809000.0,10752348000.0,11527745000.0,12212476000.0,12646097000.0,12821068000.0,14294169000.0
Nigeria,NGA,65552392000.0,65678120000.0,68372890000.0,74238340000.0,77913500000.0,81719560000.0,78246050000.0,65927287000.0,65104273000.0,80857810000.0,101078000000.0,115469000000.0,119354000000.0,125790000000.0,139829000000.0,132519000000.0,144502000000.0,153207000000.0,144376000000.0,154135000000.0,160616000000.0,139531000000.0,130038000000.0,115833000000.0,114540000000.0,121313000000.0,121387000000.0,125272000000.0,134459000000.0,137040000000.0,153179000000.0,153728000000.0,160847000000.0,157574000000.0,154714000000.0,154601000000.0,161088000000.0,165820000000.0,170100000000.0,171094000000.0,179675000000.0,190308000000.0,219481000000.0,235606000000.0,257401000000.0,273974000000.0,290575000000.0,309728000000.0,330679000000.0,357255000000.0,385856000000.0,406337000000.0,423525000000.0,451780000000.0,480286000000.0,493027000000.0,485055000000.0,488964000000.0,498366000000.0,509372000000.0,500232000000.0,518477000000.0,535336000000.0
North America (WB),,3713720000000.0,3801380000000.0,4036710000000.0,4216950000000.0,4464140000000.0,4749550000000.0,5059130000000.0,5188000000000.0,5437680000000.0,5613840000000.0,5646940000000.0,5836230000000.0,6144280000000.0,6496460000000.0,6482260000000.0,6478760000000.0,6830790000000.0,7140220000000.0,7524210000000.0,7765960000000.0,7762500000000.0,7965430000000.0,7812110000000.0,8156390000000.0,8737020000000.0,9105230000000.0,9410310000000.0,9740680000000.0,10149500000000.0,10510600000000.0,10694000000000.0,10664800000000.0,11017700000000.0,11320100000000.0,11780100000000.0,12096400000000.0,12532800000000.0,13088500000000.0,13669100000000.0,14328000000000.0,14924200000000.0,15077800000000.0,15348700000000.0,15765900000000.0,16363700000000.0,16930100000000.0,17399500000000.0,17749900000000.0,17783600000000.0,17316500000000.0,17790400000000.0,18088000000000.0,18492400000000.0,18839900000000.0,19279300000000.0,19769200000000.0,20088900000000.0,20551800000000.0,21153600000000.0,21632400000000.0,20994900000000.0,22232300000000.0,22694700000000.0
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7293742600.0,6843663000.0,6394363000.0,5916750300.0,5812724000.0,5747928000.0,5816047000.0,5899797000.0,6099135500.0,6363778600.0,6653275600.0,6449202700.0,6545532400.0,6691013000.0,7003757000.0,7334621000.0,7711402500.0,8210599000.0,8659883000.0,8628827000.0,8918648000.0,9127334000.0,9085697000.0,9351477000.0,9690853000.0,10064520000.0,10351178000.0,10463154000.0,10764555000.0,11185495000.0,10501962000.0,11080202000.0,11318056000.0
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607115100.0,1612630300.0,1562993900.0,1364448500.0,1270691000.0,1185757600.0,1054496960.0,869187900.0,881321200.0,816242400.0,822860600.0,844921200.0,880218200.0,910000000.0,1175830300.0,1448278800.0,1169212200.0,1036848500.0,729103040.0,,
Norway,NOR,68523643000.0,72822360000.0,74871540000.0,77705460000.0,81598235000.0,85911200000.0,89164235000.0,94742420000.0,96883480000.0,101248000000.0,103622000000.0,109501000000.0,115338000000.0,120566000000.0,125295000000.0,131500000000.0,139160000000.0,144950000000.0,150559000000.0,157142000000.0,164314000000.0,166941000000.0,167334000000.0,173982000000.0,184512000000.0,194759000000.0,202631000000.0,206184000000.0,205658000000.0,207793000000.0,211808000000.0,218341000000.0,226146000000.0,232580000000.0,244338000000.0,254492000000.0,267287000000.0,281412000000.0,288922000000.0,294909000000.0,304697000000.0,310995000000.0,315279000000.0,318259000000.0,331035000000.0,339924000000.0,348291000000.0,358441000000.0,360168000000.0,353179000000.0,355959000000.0,359895000000.0,369677000000.0,373433000000.0,381082000000.0,388160000000.0,392681000000.0,402355000000.0,405690000000.0,410249000000.0,405006000000.0,420836000000.0,433528000000.0
Oman,OMN,,,,,,1595621900.0,1678665500.0,2790262300.0,5075147000.0,6377742300.0,7263935500.0,7329182000.0,8049291000.0,6902101000.0,7695760400.0,9576104000.0,11543048000.0,11659311000.0,11228671000.0,11715068000.0,12422125000.0,14539734000.0,16221958000.0,18925617000.0,22088390000.0,25182355000.0,25686546000.0,24802728000.0,26281968000.0,29371904000.0,29333594000.0,31115340000.0,33733350000.0,35771843000.0,37158277000.0,39015010000.0,40203383000.0,42629060000.0,43755463000.0,43900510000.0,46776463000.0,48873360000.0,48335310000.0,47045440000.0,47653364000.0,48840036000.0,51463668000.0,53755183000.0,58163150000.0,61718310000.0,62776156000.0,64593280000.0,70318260000.0,73994290000.0,74950480000.0,78710790000.0,82682870000.0,82934280000.0,84001730000.0,83053590000.0,80246620000.0,82728070000.0,86294680000.0
Pakistan,PAK,18921910000.0,20054831000.0,20953862000.0,22774508000.0,24498481000.0,27051067000.0,28617312000.0,30162823000.0,32344566000.0,34126072000.0,38000562000.0,38178546000.0,38489092000.0,41208066000.0,42666910000.0,44463790000.0,46756426000.0,48602230000.0,52513997000.0,54487704000.0,60054004000.0,64810738000.0,69047730000.0,73728050000.0,77462530000.0,83343570000.0,87928850000.0,93602320000.0,100740000000.0,105736000000.0,110451000000.0,116041000000.0,124983000000.0,127180000000.0,131933000000.0,138481000000.0,145192000000.0,146665000000.0,150405000000.0,155910000000.0,162552000000.0,168488000000.0,172859000000.0,182196000000.0,196464000000.0,210760000000.0,223515000000.0,233450000000.0,238400000000.0,246678000000.0,250383000000.0,257093000000.0,264877000000.0,276444000000.0,287823000000.0,299964000000.0,319683000000.0,333853000000.0,354391000000.0,363242000000.0,358614000000.0,381974000000.0,399949000000.0
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224719300.0,239191470.0,247753070.0,239667940.0,251306290.0,261257660.0,260197890.0,265456860.0,250108380.0,233625060.0,234129900.0,249778370.0,253956160.0,245353870.0,260796110.0,280457700.0,280223870.0,268794080.0,272583700.0,273124200.0,252504690.0,217855760.0,
Palestine,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5057675300.0,5417706500.0,5483539500.0,6287823000.0,7189132000.0,7784423000.0,7118373400.0,6455607300.0,5649354000.0,6441160000.0,7853400000.0,8740100000.0,8653000000.0,8980800000.0,9648000000.0,10477100000.0,11082400000.0,12146400000.0,12886900000.0,13492400000.0,13471100000.0,13972400000.0,15211000000.0,15426900000.0,15616200000.0,15829000000.0,14037400000.0,15021700000.0,15612500000.0
Panama,PAN,3068858400.0,3404180200.0,3684845800.0,3999487000.0,4176749600.0,4559341000.0,4905003000.0,5324525000.0,5696037400.0,6176862000.0,6606724000.0,7242035700.0,7573925000.0,7980214000.0,8175594500.0,8317925400.0,8456374000.0,8548888600.0,9386051000.0,9809807000.0,11093370000.0,12114716000.0,12762666000.0,12189448000.0,12519718000.0,13138472000.0,13607224000.0,13361063000.0,11573373000.0,11754178000.0,12706148000.0,13902941000.0,15043215000.0,15863935000.0,16316080000.0,16601886000.0,17279193000.0,18395600000.0,19746114000.0,20519610000.0,21076793000.0,21197832000.0,21670363000.0,22581709000.0,24280324000.0,26026390000.0,28278315000.0,31667184000.0,34788192000.0,35220607000.0,37273260000.0,41490220000.0,45547336000.0,48691900000.0,51158835000.0,54091800000.0,56771080000.0,59945240000.0,62154478000.0,64194310000.0,52852244000.0,61221800000.0,67839492000.0
Papua New Guinea,PNG,2618701800.0,2780566500.0,2957802800.0,3078259700.0,3342075400.0,3685257000.0,3899509000.0,4058237000.0,4235159600.0,4585553400.0,5082756000.0,5402725400.0,5707631000.0,6080297500.0,6239025700.0,6184129500.0,5974583300.0,6024460300.0,6539543000.0,6659373600.0,6505978000.0,6488098000.0,6510997000.0,6720857000.0,6697016300.0,6964910000.0,7291777000.0,7493795300.0,7711808000.0,7602332700.0,7373337600.0,8077262300.0,9195890000.0,10869752000.0,11515644000.0,11134195000.0,11995279000.0,11526937000.0,11092473000.0,11298300000.0,11016425000.0,11003063000.0,10985580000.0,11223319000.0,11528726000.0,12260199000.0,12923469000.0,13933463000.0,13892155000.0,14836881000.0,16339628000.0,16520596000.0,17289980000.0,17951312000.0,20382597000.0,21723437000.0,22915960000.0,23725950000.0,23659696000.0,24719751000.0,23936782000.0,23749999000.0,24976697000.0
Paraguay,PRY,2840643000.0,3036655600.0,3136873200.0,3284629000.0,3422993200.0,3634122500.0,3706496300.0,4045654300.0,4228804000.0,4427606500.0,4673490400.0,4932315000.0,5259392000.0,5643475500.0,6116484600.0,6535613400.0,7027480600.0,7835224600.0,8777702000.0,9818927000.0,10968933000.0,11974835000.0,11807473000.0,11448217000.0,11770667000.0,12303070000.0,12913897000.0,13893069000.0,14714895000.0,15735404000.0,16384218000.0,16956626000.0,17244283000.0,18095522000.0,19057828000.0,20358107000.0,20678500000.0,21555788000.0,21570454000.0,21275785000.0,20783434000.0,20610089000.0,20605678000.0,21495996000.0,22368178000.0,22845401000.0,23943606000.0,25241737000.0,26881516000.0,26811318000.0,29786096000.0,31062837000.0,30842900000.0,33400726000.0,35171377000.0,36211450000.0,37756960000.0,39573103000.0,40841120000.0,40677000000.0,40343536000.0,41964030000.0,41995686000.0
Peru,PER,27514600000.0,29536123000.0,32500158000.0,33906848000.0,36127023000.0,38157988000.0,41301795000.0,42892970000.0,42958270000.0,44468023000.0,45964790000.0,48074826000.0,49746645000.0,52869206000.0,57831952000.0,60319224000.0,61192110000.0,61405712000.0,59783066000.0,62228640000.0,65927100000.0,69587395000.0,69432410000.0,62205825000.0,64450390000.0,65778794000.0,71979080000.0,78979875000.0,71523164000.0,62717202000.0,59592280000.0,60914786000.0,60585538000.0,63762387000.0,71610490000.0,76917830000.0,79070740000.0,84192010000.0,83862370000.0,85116035000.0,87409380000.0,87949476000.0,92745830000.0,96608710000.0,101399000000.0,107772000000.0,115886000000.0,125757000000.0,137235000000.0,138739000000.0,150299000000.0,159809000000.0,169620000000.0,179547000000.0,183825000000.0,189803000000.0,197307000000.0,202276000000.0,210305000000.0,215018000000.0,191646000000.0,217360000000.0,223194000000.0
Philippines,PHL,31344415000.0,33129626000.0,34735186000.0,37172298000.0,38437085000.0,40491580000.0,42289877000.0,44498543000.0,46740450000.0,48932330000.0,50739150000.0,53473490000.0,56377307000.0,61328368000.0,63410225000.0,66866782000.0,72736620000.0,76782940000.0,80769800000.0,85289330000.0,89724985000.0,92795560000.0,96227520000.0,98052910000.0,91150590000.0,84899135000.0,87879680000.0,91712820000.0,97854770000.0,103906000000.0,107109000000.0,106642000000.0,107087000000.0,109424000000.0,114209000000.0,119492000000.0,126494000000.0,133055000000.0,132371000000.0,136801000000.0,142796000000.0,147150000000.0,152619000000.0,160382000000.0,170918000000.0,179366000000.0,188902000000.0,201217000000.0,209958000000.0,212999000000.0,228622000000.0,237443000000.0,253819000000.0,270953000000.0,288153000000.0,306446000000.0,328355000000.0,351113000000.0,373379000000.0,396224000000.0,358511000000.0,378999000000.0,407690000000.0
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194797000000.0,181131000000.0,185687000000.0,192628000000.0,202824000000.0,217230000000.0,230515000000.0,245381000000.0,256767000000.0,268720000000.0,280976000000.0,284512000000.0,290305000000.0,300461000000.0,315432000000.0,326494000000.0,346511000000.0,370981000000.0,386562000000.0,397510000000.0,409175000000.0,429807000000.0,436448000000.0,440187000000.0,457076000000.0,477111000000.0,491203000000.0,516451000000.0,547155000000.0,571503000000.0,559958000000.0,598791000000.0,630290000000.0
Portugal,PRT,34854620000.0,36783792000.0,39216837000.0,41520316000.0,44140560000.0,47437414000.0,49371870000.0,53096720000.0,57809326000.0,59035312000.0,66481200000.0,70890004000.0,76572330000.0,85148950000.0,86122080000.0,82377810000.0,88062070000.0,92995830000.0,95614560000.0,101006000000.0,105642000000.0,107351000000.0,109643000000.0,109454000000.0,107396000000.0,110411000000.0,114983000000.0,122321000000.0,131481000000.0,139950000000.0,145478000000.0,151833000000.0,153487000000.0,150351000000.0,151802000000.0,158303000000.0,163850000000.0,171061000000.0,179286000000.0,186290000000.0,193399000000.0,197158000000.0,198678000000.0,196829000000.0,200350000000.0,201916000000.0,205198000000.0,210341000000.0,211013000000.0,204425000000.0,207977000000.0,204449000000.0,196154000000.0,194344000000.0,195884000000.0,199394000000.0,203421000000.0,210553000000.0,216553000000.0,222362000000.0,203905000000.0,215604000000.0,230324000000.0
Puerto Rico,PRI,14872889000.0,15920200000.0,17245286000.0,18737185000.0,20060203000.0,21906715000.0,23549530000.0,25015070000.0,26310960000.0,28777675000.0,31194399000.0,33180064000.0,35560260000.0,37816520000.0,38919774000.0,38665015000.0,41078907000.0,43523383000.0,46540400000.0,50220270000.0,52351350000.0,52952314000.0,52128035000.0,50907210000.0,53925340000.0,55595643000.0,58362843000.0,61729796000.0,65364677000.0,68198203000.0,66261004000.0,67787920000.0,70881800000.0,74173915000.0,77278810000.0,80794214000.0,82663555000.0,86697610000.0,91492614000.0,96423790000.0,99578740000.0,105866000000.0,106836000000.0,106893000000.0,116245000000.0,113935000000.0,112329000000.0,111023000000.0,108976000000.0,106848000000.0,106406000000.0,106025000000.0,106056000000.0,105730000000.0,104472000000.0,103376000000.0,102070000000.0,99124175000.0,94801760000.0,96389750000.0,92338676000.0,92738175000.0,95855075000.0
Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33690630000.0,35003953000.0,37517988000.0,38913642000.0,46392422000.0,49868497000.0,62919205000.0,74235630000.0,87348290000.0,97792140000.0,116952000000.0,132594000000.0,138866000000.0,146582000000.0,154401000000.0,161740000000.0,166696000000.0,164200000000.0,166227000000.0,167371000000.0,161417000000.0,164043000000.0,170947000000.0
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116407000000.0,101370000000.0,92482300000.0,93896204000.0,97588140000.0,103671000000.0,107722000000.0,102499000000.0,100418000000.0,100040000000.0,102502000000.0,107851000000.0,114002000000.0,116671000000.0,128837000000.0,134852000000.0,145679000000.0,156217000000.0,170757000000.0,161335000000.0,155041000000.0,162045000000.0,165164000000.0,165610000000.0,172434000000.0,177884000000.0,182967000000.0,197964000000.0,209899000000.0,217987000000.0,209970000000.0,221957000000.0,232157000000.0
Russia,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197410000000.0,1161490000000.0,1102870000000.0,942610000000.0,860900000000.0,752687000000.0,721499000000.0,694406000000.0,704127000000.0,666809000000.0,709484000000.0,780433000000.0,820235000000.0,858786000000.0,921477000000.0,987823000000.0,1051040000000.0,1137230000000.0,1233890000000.0,1298060000000.0,1196810000000.0,1250660000000.0,1304440000000.0,1356940000000.0,1380760000000.0,1390920000000.0,1363480000000.0,1366120000000.0,1391070000000.0,1430120000000.0,1461550000000.0,1422770000000.0,1502650000000.0,1471540000000.0
Rwanda,RWA,1013902300.0,970329540.0,1080304800.0,974214000.0,852778300.0,912554050.0,976514200.0,1044050050.0,1117277400.0,1240260400.0,1314693600.0,1330557200.0,1334057500.0,1379923600.0,1399378000.0,1369797600.0,1636970900.0,1669614000.0,1822397600.0,2038714500.0,2221212400.0,2341962000.0,2384371200.0,2526965000.0,2419802000.0,2526339800.0,2664584700.0,2663944200.0,2783790300.0,2782773200.0,2716006700.0,2647715800.0,2803209000.0,2575905300.0,1281562800.0,1732981400.0,1953861900.0,2224467000.0,2421525000.0,2526907100.0,2738431500.0,2970776000.0,3362683000.0,3436742000.0,3692699000.0,4038996500.0,4411678000.0,4748434400.0,5278419500.0,5608229000.0,6019572000.0,6498633700.0,7060214300.0,7393445400.0,7849411600.0,8544621600.0,9054800000.0,9410552000.0,10213852000.0,11180316000.0,10802811000.0,11977699000.0,12955126000.0
Saint Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,193535570.0,201102620.0,216381740.0,234644620.0,238274350.0,239579470.0,242422610.0,263915330.0,286480260.0,317583420.0,338386200.0,369603620.0,389857120.0,408871460.0,401247260.0,418376420.0,446834140.0,470524060.0,495853020.0,524824930.0,560638800.0,557909900.0,575874000.0,633707900.0,666999400.0,676122050.0,649527550.0,675484900.0,741228600.0,764580160.0,769172200.0,855154370.0,826256100.0,826619460.0,839982660.0,835566340.0,883275700.0,950241100.0,957025900.0,994566800.0,994746940.0,1015167400.0,1056276500.0,902487740.0,894441700.0,973557000.0
Saint Lucia,LCA,,,,,,,,,,,,,,,,,,483879170.0,533776480.0,554021250.0,541719040.0,575902850.0,587918140.0,617110600.0,661947200.0,716807800.0,820042600.0,852218900.0,970674400.0,1057850750.0,1162479600.0,1166846800.0,1259647000.0,1266993300.0,1287246800.0,1309750900.0,1348029600.0,1338672400.0,1422827600.0,1460825700.0,1461537900.0,1411727700.0,1417606900.0,1478062300.0,1585479200.0,1578973800.0,1676795400.0,1705160300.0,1789554200.0,1738929500.0,1744668300.0,1820159100.0,1818179600.0,1781724700.0,1805386000.0,1807226000.0,1869175000.0,1932484400.0,1988154800.0,1975228700.0,1493972600.0,1676684000.0,1942933200.0
Saint Vincent and the Grenadines,VCT,159345010.0,166559000.0,172712130.0,161891140.0,167832100.0,169317300.0,169317300.0,153191840.0,163164180.0,167832050.0,185867090.0,191383730.0,240821000.0,214086640.0,195202930.0,180350510.0,199065150.0,225400300.0,247438770.0,255807680.0,262056350.0,274147360.0,286420540.0,292631840.0,311905570.0,331179300.0,349724480.0,351256300.0,400694530.0,406326750.0,423186000.0,427991580.0,455288640.0,474641730.0,468720000.0,505123840.0,511629380.0,529562750.0,551222900.0,566162750.0,575442370.0,585502400.0,616780700.0,658051600.0,685128450.0,702178240.0,751309100.0,776274900.0,779416000.0,768674200.0,734310850.0,729858900.0,738391740.0,756574500.0,765242800.0,786555600.0,819195100.0,831877060.0,858294300.0,863973800.0,831664960.0,838279200.0,879438100.0
Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,391269860.0,392956350.0,398015900.0,413616130.0,436383940.0,438492100.0,432167700.0,448189540.0,428373060.0,418520420.0,417683420.0,434808420.0,423755170.0,452035070.0,484486530.0,487603840.0,498306200.0,509196350.0,535129950.0,574676740.0,607157250.0,638806100.0,658527700.0,702248700.0,717221500.0,720707100.0,746336200.0,742293440.0,787756860.0,818078200.0,787546500.0,788391500.0,793594240.0,824150500.0,889949600.0,902464800.0,896962900.0,936894400.0,907771600.0,843511940.0,798752800.0
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248965800.0,1342208800.0,1463670000.0,1495569000.0,1578997000.0,1583904500.0,1645248600.0,1720088300.0,1761802400.0,1829280900.0,1959330300.0,1949515300.0,1748306700.0,1652609900.0,1515199100.0,1408460400.0,1397418500.0,1387603500.0,1419400400.0,1452676900.0,1456428700.0,1478186400.0,1508721000.0,1408422500.0,1527618400.0,
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142484980.0,147272740.0,159483890.0,165126270.0,176048750.0,191657440.0,198636590.0,211009230.0,217977630.0,221134900.0,225556370.0,232194320.0,244081980.0,256057150.0,259999650.0,273459360.0,284706660.0,297171520.0,303157500.0,311114940.0,317023970.0,317230900.0
Saudi Arabia,SAU,,,,,,,,,74256100000.0,78739595000.0,124918000000.0,150542000000.0,185062000000.0,229792000000.0,267083000000.0,243236000000.0,286584000000.0,306912000000.0,290892000000.0,325565000000.0,343967000000.0,350650000000.0,277961000000.0,233344000000.0,222467000000.0,200678000000.0,234818000000.0,219244000000.0,247985000000.0,246738000000.0,284226000000.0,326882000000.0,339917000000.0,335281000000.0,337155000000.0,337870000000.0,346781000000.0,350608000000.0,360753000000.0,347177000000.0,366707000000.0,362267000000.0,352054000000.0,391632000000.0,422800000000.0,446366000000.0,458813000000.0,467287000000.0,496492000000.0,486268000000.0,510773000000.0,566926000000.0,597696000000.0,614732000000.0,639491000000.0,669484000000.0,685305000000.0,684827000000.0,703744000000.0,709601000000.0,678794000000.0,708160000000.0,769633000000.0
Senegal,SEN,3845391000.0,3960501000.0,3955105300.0,4028847400.0,4185324800.0,4241081300.0,4363087400.0,4309866500.0,4580990500.0,4280745700.0,4647265300.0,4640738300.0,4936966000.0,4661323300.0,4857135000.0,5223152600.0,5689084000.0,5536451000.0,5317544000.0,5689861600.0,5916759600.0,6223261000.0,6721768400.0,6342159400.0,6591777000.0,6820055600.0,7033318000.0,7473312300.0,7412287000.0,7706835500.0,7649320400.0,7852790000.0,7956464600.0,8064689700.0,8060857300.0,8501672000.0,8673404000.0,8937561000.0,9464742000.0,10059440000.0,10450472000.0,10900977000.0,10908465000.0,11518679000.0,12053526000.0,12573061000.0,12866110000.0,13229851000.0,13719774000.0,14097357000.0,14575383000.0,14769831000.0,15361067000.0,15731635000.0,16710784000.0,17774766000.0,18904543000.0,20304894000.0,21565673000.0,22560635000.0,22863415000.0,24358607000.0,25370430000.0
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21207996000.0,22536483000.0,24160772000.0,24967954000.0,22614934000.0,24001640000.0,25652658000.0,27289401000.0,28486795000.0,31058639000.0,32776288000.0,34450430000.0,36668880000.0,38742712000.0,37684360000.0,37959848000.0,38732816000.0,38468837000.0,39581598000.0,38952444000.0,39655950000.0,40979900000.0,41840950000.0,43721753000.0,45615665000.0,45203657000.0,48696066000.0,49937793000.0
Seychelles,SYC,134218300.0,127665400.0,138400240.0,152427950.0,161450530.0,159738240.0,181936270.0,182854580.0,196666020.0,196666020.0,214113970.0,248054830.0,263702900.0,287579040.0,291325760.0,300582370.0,349510100.0,327874620.0,397225660.0,459964860.0,436503520.0,419581250.0,410891400.0,408359330.0,425941760.0,469787100.0,473366620.0,496441120.0,522883620.0,576665600.0,619654700.0,636759800.0,682434900.0,732275600.0,714433200.0,717898500.0,789673600.0,885963500.0,907824200.0,924818700.0,964153100.0,942255550.0,953683600.0,897539000.0,871955100.0,950481200.0,1039884740.0,1132185600.0,1101322800.0,1074016900.0,1122402800.0,1229140900.0,1267375500.0,1283265000.0,1335412900.0,1391428000.0,1462458000.0,1503212400.0,1558931700.0,1634960500.0,1508604400.0,1590473600.0,1733621100.0
